Title,URL,Category,Sub-Category,Level,Skills,Site
Consulting Presentations and Storytelling,https://www.coursera.org/learn/management-consulting-presentations?specialization=managementconsulting,Business,Business Strategy,,"Management Consulting,Presentation,PowerPoint,Consulting,executive presence,",Coursera
Music Business Foundations,https://www.coursera.org/learn/music-business-foundations?specialization=music-business,Arts and Humanities,Music and Art,,"Music business,Revenue streams,Teambuilding,Copyright,Contracts,",Coursera
Introduction to Food and Our Environment,https://www.coursera.org/learn/food-sustainability-environment-planet-health?specialization=food-sustainability-mindful-eating-healthy-cooking,Health,Nutrition,,"How to identify sustainably caught (or farmed) fish and seafood,How to choose more sustainably raised meat and chicken when shopping at the supermarket (if you eat these foods),How to navigate the egg section (understanding terms like free range and pasture raised),How to reduce food waste,How you can alter your consumption of protein to optimize your health and the health of the environment,",Coursera
"Everyday Excel, Part 3 (Projects)",https://www.coursera.org/learn/everyday-excel-projects?specialization=everyday-excel,Computer Science,Algorithms,,"Data Management,Spreadsheet,Microsoft Excel,Real-world projects,computing,",Coursera
Portfolio Selection and Risk Management,https://www.coursera.org/learn/portfolio-selection-risk-management?specialization=investment-portolio-management,Business,Finance,,"Risk Management,Portfolio Construction,Risk Analysis,Portfolio Optimization,",Coursera
Custom and Distributed Training with TensorFlow,https://www.coursera.org/learn/custom-distributed-training-with-tensorflow?specialization=tensorflow-advanced-techniques,Data Science,Machine Learning,,"Distribution Strategies,Custom Training Loops,Basic Tensor Functionality,GradientTape for Optimization,",Coursera
Reinforcement Learning in Finance,https://www.coursera.org/learn/reinforcement-learning-in-finance?specialization=machine-learning-reinforcement-finance,Data Science,Machine Learning,,"option pricing and risk management,simple model for market dynamics,Q-learning using financial problems,optimal trading,Portfolio Optimization,",Coursera
Business English: Networking,https://www.coursera.org/learn/business-english-intro?specialization=business-english,Language Learning,Learning English,,"Email Writing,Business Communication,Communication,English Language,",Coursera
AI Workflow: AI in Production,https://www.coursera.org/learn/ibm-ai-workflow-ai-production?specialization=ibm-ai-workflow,Data Science,Machine Learning,,"Data Science,Information Engineering,Artificial Intelligence (AI),Machine Learning,Python Programming,",Coursera
Trading Basics,https://www.coursera.org/learn/trading-basics?specialization=trading-strategy,Business,Finance,,"Financial Ratio,Cost,Financial Statement,Trading,",Coursera
Seeing Through Photographs,https://www.coursera.org/learn/photography?specialization=modern-contemporary-art-design,Arts and Humanities,Music and Art,,"Photography,Art,History,Museums,Art History,",Coursera
Natural Language Processing with Classification and Vector Spaces,https://www.coursera.org/learn/classification-vector-spaces-in-nlp?specialization=natural-language-processing,Data Science,Machine Learning,,"Machine Translation,Word Embeddings,Locality-Sensitive Hashing,Sentiment Analysis,Vector Space Models,",Coursera
Advanced Algorithms and Complexity,https://www.coursera.org/learn/advanced-algorithms-and-complexity?specialization=data-structures-algorithms,Computer Science,Algorithms,,"Python Programming,Linear Programming (LP),Np-Completeness,Dynamic Programming,",Coursera
Introduction to Programming with MATLAB,https://www.coursera.org/learn/matlab?specialization=matlab-programming-engineers-scientists,Computer Science,Software Development,,"Computer Programming,Problem Solving,Matlab,Programming Language,",Coursera
Introduction to Spreadsheets and Models,https://www.coursera.org/learn/wharton-introduction-spreadsheets-models?specialization=wharton-business-financial-modeling,Business,Business Essentials,,"Monte Carlo Method,Microsoft Excel,Linear Programming (LP),Solver,",Coursera
Launching into Machine Learning,https://www.coursera.org/learn/launching-machine-learning?specialization=machine-learning-tensorflow-gcp,Data Science,Machine Learning,,"Tensorflow,Bigquery,Machine Learning,Data Cleansing,",Coursera
An Introduction to Interactive Programming in Python (Part 2),https://www.coursera.org/learn/interactive-python-2?specialization=computer-fundamentals,Computer Science,Software Development,,"Python Syntax And Semantics,Logic Programming,Python Programming,Object-Oriented Programming (OOP),",Coursera
Algorithmic Thinking (Part 2),https://www.coursera.org/learn/algorithmic-thinking-2?specialization=computer-fundamentals,Computer Science,Software Development,,"Algorithms,Python Programming,Algorithmic Efficiency,Dynamic Programming,",Coursera
Reproducible Research,https://www.coursera.org/learn/reproducible-research?specialization=data-science-foundations-r,Data Science,Data Analysis,,"Knitr,Data Analysis,R Programming,Markup Language,",Coursera
Introduction to Microsoft Azure Cloud Services,https://www.coursera.org/learn/microsoft-azure-cloud-services?specialization=microsoft-azure-fundamentals-az-900,Information Technology,Cloud Computing,,"Microsoft Azure,Cloud Computing,",Coursera
Cost and Economics in Pricing Strategy,https://www.coursera.org/learn/uva-darden-bcg-pricing-strategy-cost-economics?specialization=uva-darden-bcg-pricing-strategy,Business,Marketing,,"Cost-Based Pricing,Channel and Direct-to-Consumer Pricing,Pricing Strategies,Price Discrimination,Price Elasticity Of Demand,",Coursera
"Improving Deep Neural Networks: Hyperparameter Tuning, Regularization and Optimization",https://www.coursera.org/learn/deep-neural-network?specialization=deep-learning,Data Science,Machine Learning,,"Tensorflow,Deep Learning,Mathematical Optimization,hyperparameter tuning,",Coursera
Introduction to HTML5,https://www.coursera.org/learn/html?specialization=web-design,Computer Science,Mobile and Web Development,,"Web Design,Web Accessibility,HTML,Html5,",Coursera
C Programming: Modular Programming and Memory Management - 3,https://www.coursera.org/learn/c-programming-modular-programming-and-memory-management?specialization=c-programming-linux,Computer Science,Software Development,,"Computer Programming,C Programming,",Coursera
Supervised Machine Learning: Regression,https://www.coursera.org/learn/supervised-machine-learning-regression?specialization=ibm-intro-machine-learning,Data Science,Machine Learning,,"Regression Analysis,Supervised Learning,Linear Regression,Ridge Regression,Machine Learning (ML) Algorithms,",Coursera
Planning a Patient Safety or Quality Improvement Project (Patient Safety III),https://www.coursera.org/learn/patient-safety-project-planning?specialization=patient-safety,Health,Healthcare Management,,"Project Management,Design Thinking,Quality Improvement,",Coursera
Key Success Factors in Supply Chain Finance,https://www.coursera.org/learn/key-success-factors-supply-chain-finance?specialization=supply-chain-finance-and-blockchain-technology,Business,Finance,,"Marketing Supply Chain Finance Services,Designing a Supply Chain Finance Program,",Coursera
The Art of Negotiation,https://www.coursera.org/learn/art-of-negotiation?specialization=project-management-success,Business,Business Essentials,,"Win-Win Game,Negotiation,Planning,Principled Negotiation,",Coursera
Advanced Deep Learning Methods for Healthcare,https://www.coursera.org/learn/advanced-deep-learning-methods-healthcare?specialization=deep-learning-healthcare,Data Science,Machine Learning,,"Graphs,Unsupervised Learning,Autoencoder,Deep Learning,",Coursera
Ethical Leadership Through Giving Voice to Values,https://www.coursera.org/learn/uva-darden-giving-voice-to-values?specialization=entrepreneurship-growing-your-business,Business,Leadership and Management,,"Leadership,Business Ethics,Ethical Leadership,",Coursera
Game Design and Development 2: 2D Platformer,https://www.coursera.org/learn/game-design-and-development-2?specialization=game-design-and-development,Computer Science,Software Development,,"Video Game Development,Unity,Game Design,technology,Game Making,",Coursera
Careers in Sustainability,https://www.coursera.org/learn/sustainability-careers?specialization=sustainability-analyst,Physical Science and Engineering,Environmental Science and Sustainability,,"Spreadsheet,Data Analysis,Sustainability,Presentation,",Coursera
Exploratory Data Analysis,https://www.coursera.org/learn/exploratory-data-analysis?specialization=jhu-data-science,Data Science,Data Analysis,,"Cluster Analysis,Ggplot2,R Programming,Exploratory Data Analysis,",Coursera
Principles of fMRI 1,https://www.coursera.org/learn/functional-mri?specialization=computational-neuroscience,Data Science,Data Analysis,,"Statistics,Statistical Analysis,Statistical Model,Preprocessor,",Coursera
Writing and Editing: Word Choice and Word Order,https://www.coursera.org/learn/writing-editing-words?specialization=good-with-words,Personal Development,Personal Development,,"Persuasion,Creativity,Writing,Time management,Editing,",Coursera
Professional Selling: Step 3 - Become a High-Performer,https://www.coursera.org/learn/professional-selling-step-3?specialization=professionalselling,Business,Marketing,,"List methods for gaining committment from a prospect,Prepare a detailed sales call plan,Prepare for and address prospect concerns,Present and quantify solutions to a prospect,Explain the process and benefits of following up with a proscpect after a sales call,",Coursera
"AI Workflow: Machine Learning, Visual Recognition and NLP",https://www.coursera.org/learn/ibm-ai-workflow-machine-learning-vr-nlp?specialization=ibm-ai-workflow,Data Science,Machine Learning,,"Data Science,Information Engineering,Artificial Intelligence (AI),Machine Learning,Python Programming,",Coursera
Finding Hidden Messages in DNA (Bioinformatics I),https://www.coursera.org/learn/dna-analysis?specialization=bioinformatics,Health,Health Informatics,,"Bioinformatics,Bioinformatics Algorithms,Algorithms,Python Programming,",Coursera
Speaking and Presenting: Poise,https://www.coursera.org/learn/speaking-and-presenting-poise?specialization=good-with-words-speaking-and-presenting,Personal Development,Personal Development,,"Communication,Poise,Advocacy,Rhythm,",Coursera
Value-Based Care: Reimbursement Models,https://www.coursera.org/learn/reimburse-models?specialization=value-based-care,Health,Public Health,,"Health Education,value-based care,Patient Care,Public Health,Health Care,",Coursera
